SUBID,freezing,running,grooming
sub_1,1.2038015284964676,6.365027350839227,9.109030438121408
sub_2,12.830374786457728,1.9938129233196378,4.948291352484375
sub_3,12.698362340130034,8.70082255685702,1.0008419468067586
sub_4,13.253723307077543,6.748045878484845,6.036132029257715
sub_5,4.558760177747591,9.648631957825273,3.739666542969644
sub_6,6.484848652073777,7.895398731343448,7.533779263030738
sub_7,0.4830036226226925,1.1115894140675664,3.6091971583664417
sub_8,0.40782868698455904,7.98151251161471,6.444701843429357
sub_9,10.094419054484804,7.974503568839282,3.1619616551324725
sub_10,3.456802247281044,8.709247135557234,6.322742509655654
